Geneid	Chr	Start	End	Strand	Length	...data.ly_2024.ribo.chx.SRR24230465Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230467Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230469Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230471Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230480Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230482Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230464Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230468Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230470Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230481Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230483Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230485Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230462Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230466Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230472Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230474Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230477Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230479Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230463Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230473Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230475Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230476Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230478Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230484Aligned.sortedByCoord.out.bam
147302	ENSG00000171777.17	chr19	38409072	38409271	-	200	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	1	0	0	0	0	2	0
44904	ENSG00000167323.13	chr11	4092686	4092824	+	139	0	0	2	0	0	0	2	0	1	10	0	4	2	8	5	8	5	27	10	13	11	11	10	10
9546	ENSG00000118473.23	chr1	66745278	66745427	+	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162205	ENSG00000144057.16	chr2	106802623	106802679	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125850	ENSG00000161405.18	chr17	39760744	39760981	-	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205572	ENSG00000174944.9	chr3	151212406	151212441	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289131	ENSG00000122694.16	chr9	36162916	36162948	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
254264	ENSG00000111817.19	chr6	116441717	116441728	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238998	ENSG00000198624.13	chr5	151181314	151181322	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262450	ENSG00000180354.17	chr7	30159558	30159601	+	44	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0
70338	ENSG00000196935.10	chr12	64144586	64144597	+	12	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	1	0	0	2	4	1	2	0	0
116500	ENSG00000102974.16	chr16	67638175	67638183	+	9	0	0	0	0	0	2	0	0	0	0	0	0	1	4	1	1	1	9	6	0	1	1	1	3
71769	ENSG00000173451.7	chr12	71677177	71677197	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
144645	ENSG00000181896.12	chr19	19681760	19681765	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
192611	ENSG00000197885.11	chr3	23892181	23892210	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	1
270124	ENSG00000198898.16	chr7	116921200	116921223	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291049	ENSG00000135040.16	chr9	86023804	86023949	+	146	0	0	0	0	0	0	0	1	0	1	0	0	2	1	1	4	1	9	0	1	1	1	1	0
224855	ENSG00000150625.17	chr4	175634091	175634117	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54659	ENSG00000158636.17	chr11	76551844	76551896	+	53	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	2	3	1	1	2
202187	ENSG00000036828.17	chr3	122289942	122289971	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23430	ENSG00000135824.13	chr1	182644746	182644775	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296176	ENSG00000167130.18	chr9	129090364	129090429	+	66	0	0	0	0	0	1	0	1	0	0	0	4	3	2	3	3	3	7	6	6	8	3	3	6
15045	ENSG00000134200.4	chr1	115033363	115034227	+	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25680	ENSG00000198625.14	chr1	204553845	204553946	+	102	0	0	0	0	0	0	0	1	3	1	1	1	10	8	5	13	6	16	6	8	11	11	4	6
134301	ENSG00000185231.5	chr18	13884473	13884513	-	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130045	ENSG00000136492.10	chr17	61861952	61862008	-	57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
103357	ENSG00000128923.11	chr15	58856864	58857050	+	187	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	2	0	0	4	0	0	1
263606	ENSG00000106628.13	chr7	44122933	44122941	-	9	1	1	0	0	0	1	4	2	0	12	2	5	2	2	0	1	1	0	3	0	1	0	0	0
51725	ENSG00000167986.15	chr11	61333737	61333787	-	51	23	7	9	5	2	3	18	12	27	24	28	15	0	4	1	3	0	0	2	0	1	2	1	0
294439	ENSG00000119401.11	chr9	116697373	116697411	+	39	1	0	0	0	0	0	2	4	1	1	1	3	1	2	1	0	0	0	0	0	0	1	0	0
134794	ENSG00000168234.14	chr18	24133161	24133184	+	24	0	0	1	0	1	0	0	1	0	2	1	1	1	9	5	6	4	0	1	3	5	3	2	2
283788	ENSG00000147654.16	chr8	109568387	109568488	+	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203442	ENSG00000113971.21	chr3	132680818	132680889	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0
230590	ENSG00000049883.15	chr5	72361513	72361521	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0
254529	ENSG00000196911.12	chr6	116741553	116741746	+	194	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	1	0	0	0
162421	ENSG00000163006.12	chr2	108885364	108885423	+	60	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	1	2	0	0	0	1
87151	ENSG00000169327.5	chr14	21151258	21151281	-	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165317	ENSG00000204406.14	chr2	148513479	148513558	+	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171736	ENSG00000119004.17	chr2	203297254	203297287	+	34	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
82115	ENSG00000120675.6	chr13	43109623	43109628	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
98192	ENSG00000206190.13	chr15	25678665	25678684	-	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23465	ENSG00000135829.17	chr1	182887616	182887621	+	6	0	0	0	0	1	0	0	0	0	2	1	6	0	5	3	3	4	23	6	4	7	5	11	11
179779	ENSG00000198900.7	chr20	41123814	41123834	+	21	0	0	0	1	1	0	0	1	0	2	2	3	3	9	3	3	2	14	2	3	7	4	6	9
2970	ENSG00000070831.18	chr1	22097774	22097806	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
52656	ENSG00000149798.5	chr11	65321735	65321749	+	15	0	1	0	0	0	2	0	0	1	3	3	2	0	2	1	1	1	3	2	2	3	0	2	2
78164	ENSG00000175727.15	chr12	122144083	122144157	+	75	0	1	4	1	0	2	0	0	2	0	2	0	4	13	1	11	6	12	7	6	9	0	7	1
59804	ENSG00000254737.3	chr11	124018263	124018268	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5553	ENSG00000092847.14	chr1	35920667	35920838	+	172	0	0	2	0	0	1	0	1	2	3	2	2	7	7	2	11	16	27	3	4	4	6	7	5
16209	ENSG00000186141.10	chr1	145843855	145843872	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	1	2
306762	ENSG00000158290.19	chrX	120524980	120525036	-	57	0	0	0	1	0	0	0	0	0	0	2	5	2	9	5	3	8	13	5	4	7	5	13	10
83637	ENSG00000165416.15	chr13	52697054	52697133	+	80	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0
192719	ENSG00000151090.20	chr3	24119778	24119795	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207967	ENSG00000136521.13	chr3	179624451	179624465	+	15	0	1	0	0	2	3	1	1	5	2	2	7	6	13	6	12	12	54	5	8	22	11	17	11
142562	ENSG00000198429.10	chr19	11914012	11914017	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132237	ENSG00000129657.16	chr17	77217000	77217077	+	78	0	0	0	0	2	0	0	0	0	5	0	3	3	8	4	2	7	12	3	2	4	4	3	2
185903	ENSG00000069998.12	chr22	17138021	17165244	-	27224	1107	781	933	934	1721	1481	569	726	2088	2683	1264	950	316	490	260	402	285	510	328	318	261	323	295	423
236875	ENSG00000185129.8	chr5	140118975	140119055	+	81	0	0	0	0	0	1	0	0	1	0	2	0	0	3	3	3	0	7	0	1	7	3	8	3
309475	ENSG00000067842.19	chrX	153581968	153582063	+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280181	ENSG00000046889.19	chr8	68236571	68236594	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6541	ENSG00000117010.17	chr1	40547637	40547660	+	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
107702	ENSG00000103942.13	chr15	82845351	82845414	-	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0
162045	ENSG00000198914.5	chr2	104858495	104858500	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289881	ENSG00000188647.13	chr9	69709639	69709644	-	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	1	0	1	2	1	0
204349	ENSG00000155893.13	chr3	141317447	141317475	+	29	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
136319	ENSG00000101638.14	chr18	46672708	46672716	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243194	ENSG00000197977.4	chr6	10980780	10980794	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271441	ENSG00000128585.18	chr7	131488429	131488488	+	60	0	1	0	0	1	0	0	0	0	0	0	2	5	6	1	3	0	4	1	4	2	3	2	3
59930	ENSG00000255298.5	chr11	124264932	124265867	+	936	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51979	ENSG00000124942.14	chr11	62433838	62536098	-	102261	3235	1625	1284	1807	683	487	4544	6016	4565	3683	4064	3715	904	1461	1405	1982	257	804	1250	1669	1017	1921	384	594
39358	ENSG00000138193.17	chr10	94327206	94327211	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
243779	ENSG00000137414.7	chr6	17608564	17608575	+	12	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	1	1	0	1	1	1
71309	ENSG00000135679.27	chr12	68842165	68842173	+	9	0	0	0	1	0	2	0	0	3	0	1	1	11	20	6	13	8	14	5	6	8	12	10	8
120601	ENSG00000132388.13	chr17	4271180	4271185	-	6	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	2	3	0	3	2	5	5	2	2
189137	ENSG00000100311.17	chr22	39224303	39224329	-	27	0	0	0	0	1	0	0	0	1	0	0	1	3	6	2	1	2	1	2	1	1	2	2	6
79726	ENSG00000121742.19	chr13	20222674	20222679	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169632	ENSG00000003436.16	chr2	187465694	187465708	-	15	0	0	1	0	0	3	0	0	0	4	0	7	3	2	1	5	4	23	3	7	5	4	3	1
304830	ENSG00000269743.3	chrX	104101779	104101808	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36950	ENSG00000107742.14	chr10	72059538	72060139	-	602	1	0	1	1	2	0	0	0	2	0	1	0	5	6	0	3	0	1	3	4	0	3	1	0
241768	ENSG00000170074.21	chr5	177719139	177719201	-	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222640	ENSG00000164161.10	chr4	144741417	144741563	+	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259819	ENSG00000174945.14	chr7	2716780	2716785	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4074	ENSG00000117713.21	chr1	26696118	26696231	+	114	73	52	16	15	21	19	53	91	55	95	29	46	8	10	7	9	2	8	10	6	6	7	12	5
14014	ENSG00000168679.18	chr1	110363690	110363713	-	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
137046	ENSG00000167306.21	chr18	49825458	49825538	-	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
21679	ENSG00000135845.10	chr1	172443736	172443867	-	132	0	0	0	0	0	0	0	1	0	0	1	2	2	0	0	0	0	0	1	5	1	0	0	0
111922	ENSG00000103489.12	chr16	17103879	17104127	-	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95640	ENSG00000100815.12	chr14	91966207	91966212	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203357	ENSG00000196353.13	chr3	131535195	132037609	-	502415	10	7	24	14	10	4	14	21	61	46	44	23	5	18	14	13	10	15	16	14	24	13	16	34
204077	ENSG00000206262.9	chr3	138947365	138950572	+	3208	34	23	23	20	27	22	23	16	32	34	19	28	5	20	8	15	4	7	6	6	9	11	5	3
205624	ENSG00000152580.9	chr3	151436366	151436403	-	38	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1
239041	ENSG00000186335.9	chr5	151315478	151315489	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
198963	ENSG00000044524.11	chr3	89479737	89479745	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132787	ENSG00000184009.13	chr17	81523649	81523798	-	150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
71385	ENSG00000135678.12	chr12	68856187	68856234	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0
90223	ENSG00000180008.9	chr14	55047686	55047697	+	12	0	0	0	0	0	0	0	1	0	2	1	0	0	4	1	6	2	8	0	0	4	0	1	2
171990	ENSG00000178562.19	chr2	203735430	203735522	+	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85134	ENSG00000102580.15	chr13	95794499	95794534	+	36	0	0	0	0	0	1	0	0	1	0	0	1	3	0	1	4	0	10	3	5	4	2	4	3
107628	ENSG00000156232.7	chr15	82834864	82834875	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
114644	ENSG00000102921.8	chr16	48540386	48540520	-	135	0	0	2	1	0	0	0	0	0	4	0	7	0	4	1	0	2	2	1	1	1	2	1	1
119363	ENSG00000167526.15	chr16	89563125	89563178	+	54	1	2	12	6	42	51	2	6	38	186	49	191	46	61	66	81	124	151	56	72	57	88	122	124
132409	ENSG00000055483.20	chr17	78798420	78836363	-	37944	774	515	256	243	775	532	531	753	631	1610	381	780	973	1697	746	1150	224	678	1113	1036	1121	1015	265	468
177191	ENSG00000125772.15	chr20	5544463	5544471	-	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
10672	ENSG00000137960.6	chr1	78136293	78136316	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235322	ENSG00000186687.16	chr5	131200986	131201153	+	168	0	0	0	0	0	0	0	1	1	2	0	0	3	1	0	4	5	3	2	3	0	0	5	7
43782	ENSG00000175029.17	chr10	124984551	124984577	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
281279	ENSG00000104497.15	chr8	81840031	81842838	-	2808	7	7	6	4	4	6	9	12	26	61	25	43	9	4	20	14	25	10	7	1	4	11	16	85
209170	ENSG00000145012.15	chr3	188889011	188889025	+	15	0	0	0	0	0	1	0	0	0	3	0	0	1	9	0	2	4	1	3	3	0	4	4	1
249817	ENSG00000118482.12	chr6	63715446	63715638	+	193	0	0	0	0	0	1	0	0	0	1	0	1	0	1	2	4	2	3	1	3	4	1	0	0
105311	ENSG00000166192.15	chr15	72143490	72143614	+	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
66507	ENSG00000111371.16	chr12	46185152	46185193	-	42	0	0	7	4	2	1	0	4	15	2	12	6	25	58	34	51	22	95	21	31	38	33	38	62
244664	ENSG00000158406.6	chr6	26281369	26281386	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1
280386	ENSG00000104321.11	chr8	72021527	72021535	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152119	ENSG00000131848.10	chr19	56314700	56314768	-	69	30	14	22	38	18	9	44	41	116	91	74	55	2	2	1	0	0	1	0	1	1	0	0	0
153314	ENSG00000186487.21	chr2	2324484	2324699	-	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208421	ENSG00000114796.16	chr3	183681916	183681921	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	1	1	0	0
225029	ENSG00000218336.9	chr4	182802976	182802996	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76076	ENSG00000084112.15	chr12	108782792	108782875	-	84	0	0	0	0	0	0	0	0	0	3	0	0	3	3	5	3	0	2	2	2	4	4	4	2
34316	ENSG00000165733.8	chr10	42831531	42831551	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
22331	ENSG00000116183.11	chr1	176844202	176844273	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17195	ENSG00000143443.10	chr1	151051166	151051201	+	36	0	0	3	1	0	2	0	0	0	0	0	0	6	13	10	8	7	14	6	4	8	5	7	5
273973	ENSG00000196584.4	chr7	152645483	152645536	-	54	0	0	0	1	0	0	0	1	3	1	2	2	4	3	1	4	1	0	6	5	3	4	1	5
196389	ENSG00000088538.13	chr3	51381817	51381825	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41735	ENSG00000108055.11	chr10	110605862	110605879	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308981	ENSG00000013619.15	chrX	150363348	150363368	+	21	14	1	1	2	3	3	20	18	26	36	14	22	1	1	0	1	0	1	0	0	0	0	2	0
218925	ENSG00000138823.14	chr4	99623631	99623726	+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134645	ENSG00000101773.19	chr18	23026263	23026298	+	36	0	0	0	0	0	0	0	0	2	2	0	2	0	4	0	3	3	17	4	4	2	0	7	12
10164	ENSG00000172260.15	chr1	71397949	71398044	-	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278299	ENSG00000147432.7	chr8	42736689	42737077	+	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305058	ENSG00000133131.15	chrX	106814522	106814533	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89255	ENSG00000197776.8	chr14	49752440	49752448	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190493	ENSG00000075234.17	chr22	46293700	46293942	+	243	0	0	0	1	3	3	1	1	4	3	0	2	11	12	20	27	22	75	13	22	17	23	43	51
263658	ENSG00000058404.21	chr7	44334479	44334490	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139674	ENSG00000130856.18	chr18	76972285	76972302	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
224851	ENSG00000150625.17	chr4	175633874	175633906	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307346	ENSG00000156709.15	chrX	130124729	130124737	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302835	ENSG00000242732.6	chrX	72127894	72127911	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44469	ENSG00000185627.19	chr11	252951	252962	+	12	0	0	0	1	1	1	1	0	2	0	0	2	1	3	2	1	3	18	3	2	1	5	6	1
230794	ENSG00000164325.8	chr5	73174761	73174793	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197354	ENSG00000163686.15	chr3	58293979	58294008	+	30	0	0	0	0	0	0	0	0	0	7	0	0	1	2	1	2	1	0	1	2	2	0	3	2
254242	ENSG00000111817.19	chr6	116439701	116439784	+	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
196314	ENSG00000114735.10	chr3	50588296	50588319	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134873	ENSG00000198795.11	chr18	25062163	25062168	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192406	ENSG00000182568.18	chr3	18348347	18348395	-	49	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	1	0	0	0
251966	ENSG00000172461.11	chr6	96210507	96210521	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40957	ENSG00000107862.7	chr10	102245725	102245754	+	30	55	55	26	28	64	37	81	103	54	206	64	116	1	3	5	5	2	19	2	6	6	3	4	7
258977	ENSG00000112531.17	chr6	163574265	163574279	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
1533	ENSG00000011021.23	chr1	11842823	11842846	+	24	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	0	2	2	0	0
225838	ENSG00000164366.4	chr5	204501	204518	-	18	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	2	0	0
245754	ENSG00000196230.14	chr6	30717486	30717623	+	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167411	ENSG00000071909.19	chr2	170654484	170654550	+	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263856	ENSG00000146676.10	chr7	44881590	44881628	-	39	0	0	0	1	0	0	0	0	0	6	0	1	2	6	3	5	4	9	5	2	3	1	2	6
133057	ENSG00000141568.21	chr17	82602959	82602967	+	9	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	6	2	2	4	4	5	7	2	3
166973	ENSG00000144285.24	chr2	166127787	166127813	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166835	ENSG00000178662.16	chr2	165683002	165683025	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25685	ENSG00000198625.14	chr1	204554270	204554275	+	6	1	0	2	0	0	0	1	1	0	0	0	0	1	6	0	3	2	1	2	4	3	1	1	4
226993	ENSG00000113361.13	chr5	31326012	31326032	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295841	ENSG00000136807.14	chr9	127789921	127790175	+	255	0	0	0	0	0	4	0	0	1	2	0	6	15	31	20	17	20	70	22	13	16	25	21	20
122258	ENSG00000006695.12	chr17	14230984	14231031	+	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159134	ENSG00000116001.17	chr2	70210807	70210858	-	52	0	0	0	0	1	0	0	0	2	0	1	3	3	4	1	2	1	1	1	5	5	4	4	5
268628	ENSG00000128581.17	chr7	101312106	101312141	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1
190568	ENSG00000219438.9	chr22	48751468	48751488	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116973	ENSG00000132604.11	chr16	69356898	69385971	-	29074	261	200	116	68	807	644	135	184	207	920	108	397	227	382	201	319	140	365	273	257	262	320	155	227
137467	ENSG00000041353.10	chr18	54890008	54890048	+	41	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
227376	ENSG00000113456.20	chr5	34918573	34918658	-	86	0	0	0	0	0	0	0	0	1	0	0	0	1	4	1	1	0	2	3	1	0	1	1	0
82102	ENSG00000120675.6	chr13	43108115	43108297	+	183	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	2	2	6	1	0	1	1	2	1
200100	ENSG00000114423.23	chr3	105657515	105657532	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
